ch1stim1;ch1stim2;ch2stim1;ch2stim2;ch3stim1;ch3stim2;ch4stim1;ch4stim2
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0,159255;-1,940354;-0,496012;-1,384684;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;-0,196126;0,292155;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-0,014273;-0,004507;0;0;0;0;0;0
-0,008263;-0,018029;0;0;0;0;0;0
-0,006761;0,003005;0;0;0;0;0;0
-0,017653;-0,027419;0;0;0;0;0;0
-0,016151;-0,025917;0;0;0;0;0;0
-0,005634;-0,005634;0;0;0;0;0;0
-0,011643;-0,031175;0;0;0;0;0;0
-0,011268;0,008263;0;0;0;0;0;0
-0,013146;0,045448;0;0;0;0;0;0
0,007136;0,036433;0;0;0;0;0;0
-0,001127;0,047701;0;0;0;0;0;0
0,000751;-0,057843;0;0;0;0;0;0
0,003005;-0,026292;0;0;0;0;0;0
-0,000751;0,009015;0;0;0;0;0;0
-0,013897;-0,013897;0;0;0;0;0;0
-0,004507;0,02479;0;0;0;0;0;0
-0,011268;0,008263;0;0;0;0;0;0
0,00338;0,00338;0;0;0;0;0;0
-0,002629;0,007136;0;0;0;0;0;0
-0,003756;-0,003756;0;0;0;0;0;0
-0,027794;0,001503;0;0;0;0;0;0
-0,013146;-0,013146;0;0;0;0;0;0
-0,015775;0,013522;0;0;0;0;0;0
0,002629;-0,007136;0;0;0;0;0;0
-0,009766;-0,019531;0;0;0;0;0;0
-0,011268;-0,021034;0;0;0;0;0;0
-0,024414;-0,004883;0;0;0;0;0;0
0;0;0;0;0;0;0;0
-0,014273;-0,004507;0;0;0;0;0;0
-0,021409;-0,021409;0;0;0;0;0;0
-0,024414;-0,014648;0;0;0;0;0;0
-0,00939;0,000376;0;0;0;0;0;0
-0,17503;-0,272686;0;0;0;0;0;0
-0,369216;-0,35945;0;0;0;0;0;0
-0,142353;-0,288837;0;0;0;0;0;0
-0,343675;-0,363206;0;0;0;0;0;0
-0,167518;-0,294471;0;0;0;0;0;0
-0,354943;-0,403771;0;0;0;0;0;0
-0,157001;-0,274189;0;0;0;0;0;0
-0,349309;-0,4372;-0,022787;-0,052083;0;0;0;0
-0,15625;-0,292969;-0,010986;-0,001221;0;0;0;0
-0,333909;-0,646409;-0,020345;-1,065267;0;0;0;0
-0,143104;-0,30912;0,001628;0,060221;0;0;0;0
-0,375977;-0,463867;0,023193;-0,19165;0;0;0;0
-0,18442;-0,301608;-0,077311;0,215658;0;0;0;0
-0,341797;-0,449219;0;0;0;0;0;0
-0,182167;-0,318885;0;0;0;0;0;0
-0,372972;-0,451097;0;0;0;0;0;0
-0,170523;-0,307241;0;0;0;0;0;0
-0,386869;-0,47476;0;0;0;0;0;0
-0,169772;-0,326022;0;0;0;0;0;0
-0,335787;-0,472506;-0,124105;-0,172933;0;0;0;0
-0,208458;-0,306115;-0,093587;-0,679525;0;0;0;0
-0,345928;-0,443585;-0,011393;1,180013;0;0;0;0
-0,198693;-0,345177;0,027262;-0,031331;0;0;0;0
-0,395883;-0,454477;0,104167;0,524088;0;0;0;0
-0,158504;-0,295222;-0,030518;-0,870361;0;0;0;0
-0,341797;-0,478516;0,010172;-0,136312;0;0;0;0
-0,158504;-0,246394;0,065918;-0,031738;0;0;0;0
-0,362455;-0,469877;0,066732;0,096029;0;0;0;0
-0,171274;-0,298227;-0,002035;-0,041097;0;0;0;0
-0,355319;-0,472506;0;0;0;0;0;0
-0,181415;-0,318134;0;0;0;0;0;0
-0,345177;-0,501427;0;0;0;0;0;0
-0,153621;-0,251277;0;0;0;0;0;0
-0,327148;-0,395508;0;0;0;0;0;0
-0,165265;-0,311749;-0,346273;0,210368;0;0;0;0
-0,344802;-0,432693;0,023193;0,150146;0;0;0;0
-0,142728;-0,328275;-0,014648;0,024414;0;0;0;0
-0,38762;-0,446214;0,000814;0,127767;0;0;0;0
-0,190054;-0,326773;0,019531;-0,136719;0;0;0;0
-0,312876;-0,420298;0,016276;0,123698;0;0;0;0
-0,16226;-0,289213;-0,012207;0,046387;0;0;0;0
-0,349685;-0,398513;-0,056559;0,002035;0;0;0;0
-0,126577;-0,331656;0,001221;-0,076904;0;0;0;0
-0,367713;-0,494667;-0,008138;0,021159;0;0;0;0
-0,15024;-0,296725;-0,026042;0,032552;0;0;0;0
-0,297476;-0,434195;0,001221;0,001221;0;0;0;0
-0,178035;-0,295222;0,00651;-0,091146;0;0;0;0
-0,38424;-0,433068;-0,016683;0,022379;0;0;0;0
-0,130709;-0,277194;-0,010986;-0,030518;0;0;0;0
-0,378981;-0,544997;-0,0118;-0,314535;0;0;0;0
-0,135967;-0,311749;-0,013428;-0,013428;0;0;0;0
-0,369591;-0,398888;0,00651;0,192057;0;0;0;0
-0,155499;-0,360577;-0,02889;-0,038656;0;0;0;0
-0,35607;-0,453726;0,0354;-0,013428;0;0;0;0
-0,173528;-0,21259;0,007731;0,037028;0;0;0;0
-0,327148;-0,454102;-0,003662;0,015869;0;0;0;0
-0,149865;-0,345177;-0,31779;-0,767008;0;0;0;0
-0,384991;-0,433819;-0,102539;-0,229492;0;0;0;0
-0,150616;-0,287335;-0,407308;-0,329183;0;0;0;0
-0,392128;-0,421424;-0,166829;-0,293782;0;0;0;0
-0,149865;-0,286583;-0,447998;-0,457764;0;0;0;0
-0,357572;-0,425931;-0,172119;-0,426025;-0,009115;0,010417;0;0
-0,1878;-0,304988;-0,407715;-0,397949;-0,008138;-0,027669;0;0
-0,334661;-0,40302;-0,195313;-0,175781;0;0;0;0
-0,175781;-0,273438;-0,428874;-0,428874;0;0;0;0
-0,373723;-0,432317;-0,207926;-0,520426;0;0;0;0
-0,19982;-0,297476;-0,477295;-0,55542;0;0;0;0
-0,373723;-0,442082;-0,225423;-0,440267;0;0;0;0
-0,193059;-0,329778;-0,446371;-0,407308;-0,005859;0,042969;0;0
-0,398513;-0,437575;-0,192871;-0,466309;-0,014974;-0,014974;0;0
-0,148362;-0,216722;-0,487467;-0,409342;0;0;0;0
-0,356821;-0,464243;-0,205485;-0,674235;-0,007162;0,041667;0;0
-0,149489;-0,286208;-0,510661;-0,510661;0,008464;-0,059896;0;0
-0,380484;-0,517203;-0,18514;-0,65389;-0,036133;0,051758;0;0
-0,188176;-0,481145;-0,509847;-1,545003;-0,004557;0,073568;0;0
-0,338041;-0,435697;-0,255941;-0,773519;0,052409;-0,01595;0;0
-0,153996;-0,466496;-0,520426;-1,125895;0,010091;0,029622;0;0
-0,357572;-0,455228;-0,225423;-0,489095;0,00293;-0,075195;0;0
-0,167142;-0,303861;-0,444743;-0,366618;-0,018229;0,020833;0;0
-0,362455;-0,411283;-0,158691;-0,402832;-0,001628;-0,030925;0;0
-0,128456;-0,255409;-0,515137;-0,515137;-0,010417;-0,020182;0;0
-0,386118;-0,386118;-0,282796;-0,448812;-0,027995;0,011068;0;0
-0,13146;-0,219351;-0,460612;-0,304362;-0,005859;-0,015625;0;0
-0,321515;-0,409405;-0,212402;-0,368652;0,024088;-0,02474;0;0
-0,197942;-0,237004;-0,490316;-0,451253;-0,026042;-0,016276;0;0
-0,338792;-0,407151;-0,223389;-0,477295;0,067057;-0,001302;0;0
-0,102915;-0,278696;-0,480143;-0,538737;-0,225912;-0,323568;0;0
-0,37485;-0,423678;-0,168457;-0,393066;-0,030273;-0,05957;0;0
-0,153245;-0,270433;-0,511882;-0,550944;-0,265299;-0,323893;0;0
-0,364333;-0,413161;-0,216878;-0,451253;-0,036133;-0,045898;0;0
-0,142353;-0,298603;-0,480143;-0,626628;-0,305664;-0,354492;0;0
-0,323768;-0,421424;-0,23112;-0,514323;-0,008138;-0,017904;0;0
-0,146484;-0,283203;-0,489502;-0,567627;-0,644857;-0,537435;0;0
-0,309495;-0,436448;-0,218099;-0,540365;-0,008463;0,011068;0;0
-0,173903;-0,300857;-0,468343;-0,575765;-0,619141;-0,521484;0;0
-0,371094;-0,419922;-0,233561;-0,497233;-0,063802;-0,014974;0;0
-0,127704;-0,274189;-0,530192;-0,481364;-0,074219;-0,230469;0;0
-0,364333;-0,383864;-0,169271;-0,481771;-0,054037;0,004557;0;0
-0,162635;-0,230995;-0,495605;-0,603027;-0,171549;-0,249674;0;0
-0,390249;-0,370718;-0,230306;-0,513509;-0,043945;-0,014648;0;0
-0,161884;-0,327899;-0,50415;-0,670166;-0,453125;-0,599609;-0,669922;-0,757813
-0,356821;-0,415415;-0,208333;-0,452474;-0,021484;-0,011719;0;0
-0,120944;-0,277194;-0,485433;-0,426839;-0,466146;-0,583333;0;0
-0,335787;-0,443209;-0,20223;-0,475667;-0,019206;-0,0778;0;0
-0,19043;-0,288086;-0,469971;-0,665283;-0,461589;-0,627604;0;0
-0,326022;-0,452975;-0,194092;-0,682373;-0,010091;-0,019857;0;0
-0,189303;-0,423678;-0,590007;-1,215007;-0,576823;-0,635417;0;0
-0,302359;-0,360953;-0,221354;-0,416667;-0,003255;0,00651;0;0
-0,1878;-0,246394;-0,474854;-0,50415;-0,523112;-0,630534;-0,058984;0,048438
-0,329402;-0,436824;-0,222982;-0,496419;0,024088;-0,102865;-0,014062;-0,023828
-0,125075;-0,291091;-0,457357;-0,594075;-0,500977;-0,657227;-0,020312;-0,030078
